Problema,Respuesta
Juan tiene 50 balones de tenis y Francisco tiene 11 balones de futbol ¿Cuantos balones hay en total?,En total hay 61 balones
Un carpitero tiene 65 moviles y incluye 80 moviles ¿Cuantos hay en total?,En total hay 145 moviles
Juan tiene 60 papayas y Roberto tiene 28 toronjas ¿Cuantos frutas hay en total?,En total hay 88 frutas
hay 72 pajaros en un arbol y se van volando 16 ¿Cuantos pajaros quedan?,Quedan 56 pajaros
piloto tiene 33 frutas y incluye 28 frutas ¿Cuantos tienen entre los dos?,Entre los dos tienen 61 frutas
hay 87 niños en clase y se van 56 ¿Cuantos niños quedan?,Quedan 31 niños
Lucas tiene 36 balones de basquet y Gustavo tiene 61 balones de futbol ¿Cuantos balones hay en total?,En total hay 97 balones
Enrique tiene 2 carteras y añade 67 carteras ¿Cuantos hay en total?,En total hay 69 carteras
un profesor tiene 22 coches y le dan 68 coches ¿Cuantos hay al final ?,Al final hay 90 coches
Lorena tiene 97 platano y Ana tiene 83 coco ¿Cuantos frutas hay en total?,En total hay 180 frutas
hay 32 tortillas en una mesa y se comen 50 ¿Cuantos tortillas quedan?,Quedan 18 tortillas
hay 89 niños en clase y se van 10 ¿Cuantos niños quedan?,Quedan 79 niños
Francisco tiene 60 platano y Ana tiene 37 peras ¿Cuantos frutas hay en total?,En total hay 97 frutas
cirujano tiene 35 carteras y resta 16 carteras ¿Cuantos tiene al final?,Al final tiene 19 carteras
Pedro tiene 34 balones de voley y Lorena tiene 87 balones de basquet ¿Cuantos balones hay en total?,En total hay 121 balones
Roberto tiene 13 platano y Cesar tiene 42 manzanas ¿Cuantos frutas hay en total?,En total hay 55 frutas
Ana tiene 63 melocotones y Celeste tiene 40 coco ¿Cuantos frutas hay en total?,En total hay 103 frutas
Roberto tiene 16 balones de futbol y Juan tiene 91 balones de futbol ¿Cuantos balones hay en total?,En total hay 107 balones
un bombero tiene 19 sillas y añade 78 sillas ¿Cuantos tienen entre los dos?,Entre los dos tienen 97 sillas
Pedro tiene 7 uvas y Juan tiene 43 peras ¿Cuantos frutas hay en total?,En total hay 50 frutas
Roberto tiene 77 toronjas y Francisco tiene 87 sandias ¿Cuantos frutas hay en total?,En total hay 164 frutas
un policia tiene 24 coches y suma 13 coches ¿Cuantos hay en total?,En total hay 37 coches
profesor tiene 23 balones y incluye 50 balones ¿Cuantos hay al final ?,Al final hay 73 balones
profesor tiene 80 canicas y excluye 47 canicas ¿Cuantos le queda?,Le queda 33 canicas
Julio tiene 32 balones de voley y Juan tiene 51 balones de rugby ¿Cuantos balones hay en total?,En total hay 83 balones
un actor tiene 94 unidades y le dan 74 unidades ¿Cuantos hay en total?,En total hay 168 unidades
Roberto tiene 84 balones de tenis y Juan tiene 60 balones de futbol ¿Cuantos balones hay en total?,En total hay 144 balones
hay 43 niños en clase y se van 86 ¿Cuantos niños quedan?,Quedan 43 niños
hay 39 pajaros en un arbol y se van volando 80 ¿Cuantos pajaros quedan?,Quedan 41 pajaros
Enrique tiene 11 moviles y incluye 8 moviles ¿Cuantos tienen entre los dos?,Entre los dos tienen 19 moviles
hay 4 niños en clase y se van 98 ¿Cuantos niños quedan?,Quedan 94 niños
medico tiene 44 lapices y le extraen 25 lapices ¿Cuantos le queda?,Le queda 19 lapices
Pedro tiene 47 platano y Cesar tiene 6 melocotones ¿Cuantos frutas hay en total?,En total hay 53 frutas
ingeniero tiene 96 frutas y con una diferencia 90 frutas ¿Cuantos le queda?,Le queda 6 frutas
hay 72 niños en clase y se van 73 ¿Cuantos niños quedan?,Quedan 1 niños
un profesor tiene 84 balones y con una diferencia 56 balones ¿Cuantos le queda?,Le queda 28 balones
hay 28 pajaros en un arbol y se van volando 43 ¿Cuantos pajaros quedan?,Quedan 15 pajaros
Juan tiene 38 peras y Julio tiene 28 toronjas ¿Cuantos frutas hay en total?,En total hay 66 frutas
Francisco tiene 69 ciruela y Cesar tiene 48 coco ¿Cuantos frutas hay en total?,En total hay 117 frutas
pablito  tiene 67 balones y excluye 11 balones ¿Cuantos tiene al final?,Al final tiene 56 balones
un albañil tiene 37 teles y le entregan 55 teles ¿Cuantos hay al final ?,Al final hay 92 teles
paloma tiene 65 mesas y incluye 84 mesas ¿Cuantos tienen entre los dos?,Entre los dos tienen 149 mesas
un mecanico tiene 59 coches y le dan 17 coches ¿Cuantos hay al final ?,Al final hay 76 coches
profesor tiene 40 relojes y le quitan 15 relojes ¿Cuantos le queda?,Le queda 25 relojes
hay 39 tortillas en una mesa y se comen 4 ¿Cuantos tortillas quedan?,Quedan 35 tortillas
fontanero tiene 76 moviles y le dan 88 moviles ¿Cuantos tienen entre los dos?,Entre los dos tienen 164 moviles
Julio tiene 56 uvas y Pedro tiene 60 papayas ¿Cuantos frutas hay en total?,En total hay 116 frutas
un perro tiene 90 pajaros y le quitan 44 pajaros ¿Cuantos le queda?,Le queda 46 pajaros
Pablo tiene 36 peras y Cesar tiene 91 papayas ¿Cuantos frutas hay en total?,En total hay 127 frutas
piloto tiene 74 frutas y excluye 44 frutas ¿Cuanto queda?,Queda 30 frutas
Francisco tiene 56 melocotones y Gustavo tiene 34 melocotones ¿Cuantos frutas hay en total?,En total hay 90 frutas
un albañil tiene 5 animales y le entregan 87 animales ¿Cuantos hay al final ?,Al final hay 92 animales
un bombero tiene 27 unidades y resta 22 unidades ¿Cuantos tiene al final?,Al final tiene 5 unidades
Federico tiene 46 balones de voley y Julio tiene 21 balones de futbol ¿Cuantos balones hay en total?,En total hay 67 balones
Un carpitero tiene 83 lapices y resta 73 lapices ¿Cuantos le queda?,Le queda 10 lapices
un actor tiene 33 sillas y resta 30 sillas ¿Cuantos tiene al final?,Al final tiene 3 sillas
Enrique tiene 83 teles y resta 65 teles ¿Cuantos le queda?,Le queda 18 teles
hay 97 tortillas en una mesa y se comen 14 ¿Cuantos tortillas quedan?,Quedan 83 tortillas
un cirujano tiene 57 piedras y incluye 34 piedras ¿Cuantos hay al final ?,Al final hay 91 piedras
un obrero tiene 53 unidades y le extraen 16 unidades ¿Cuantos tiene al final?,Al final tiene 37 unidades
una actriz tiene 66 moviles y le quitan 31 moviles ¿Cuantos le queda?,Le queda 35 moviles
un albañil tiene 85 piedras y con una diferencia 65 piedras ¿Cuanto queda?,Queda 20 piedras
ingeniero tiene 34 carteras y le quitan 6 carteras ¿Cuanto queda?,Queda 28 carteras
Enrique tiene 13 balones y suma 90 balones ¿Cuantos hay al final ?,Al final hay 103 balones
un cirujano tiene 90 mesas y excluye 72 mesas ¿Cuantos le queda?,Le queda 18 mesas
Julio tiene 46 manzanas y Juan tiene 6 ciruela ¿Cuantos frutas hay en total?,En total hay 52 frutas
Juan tiene 47 manzanas y Lucas tiene 55 platano ¿Cuantos frutas hay en total?,En total hay 102 frutas
hay 57 niños en clase y se van 33 ¿Cuantos niños quedan?,Quedan 24 niños
Celeste tiene 61 balones de tenis y Lucas tiene 91 balones de rugby ¿Cuantos balones hay en total?,En total hay 152 balones
hay 45 tortillas en una mesa y se comen 51 ¿Cuantos tortillas quedan?,Quedan 6 tortillas
una actriz tiene 98 frutas y le extraen 39 frutas ¿Cuantos le queda?,Le queda 59 frutas
hay 85 pajaros en un arbol y se van volando 21 ¿Cuantos pajaros quedan?,Quedan 64 pajaros
Lorena tiene 24 platano y Francisco tiene 81 papayas ¿Cuantos frutas hay en total?,En total hay 105 frutas
Lorena tiene 64 ciruela y Julio tiene 65 sandias ¿Cuantos frutas hay en total?,En total hay 129 frutas
hay 36 pajaros en un arbol y se van volando 53 ¿Cuantos pajaros quedan?,Quedan 17 pajaros
un obrero tiene 65 moviles y suma 75 moviles ¿Cuantos tienen entre los dos?,Entre los dos tienen 140 moviles
Un carpitero tiene 90 frutas y le extraen 51 frutas ¿Cuanto queda?,Queda 39 frutas
Federico tiene 4 melocotones y Francisco tiene 90 platano ¿Cuantos frutas hay en total?,En total hay 94 frutas
un actor tiene 44 lapices y le extraen 22 lapices ¿Cuantos le queda?,Le queda 22 lapices
pablito  tiene 67 sillas y le extraen 58 sillas ¿Cuanto queda?,Queda 9 sillas
Ana tiene 97 balones de basquet y Francisco tiene 33 balones de rugby ¿Cuantos balones hay en total?,En total hay 130 balones
hay 9 tortillas en una mesa y se comen 21 ¿Cuantos tortillas quedan?,Quedan 12 tortillas
paloma tiene 59 canicas y incluye 37 canicas ¿Cuantos tienen entre los dos?,Entre los dos tienen 96 canicas
hay 16 niños en clase y se van 93 ¿Cuantos niños quedan?,Quedan 77 niños
un albañil tiene 30 balones y excluye 7 balones ¿Cuantos tiene al final?,Al final tiene 23 balones
piloto tiene 89 pajaros y suma 14 pajaros ¿Cuantos tienen entre los dos?,Entre los dos tienen 103 pajaros
un actor tiene 100 pajaros y le extraen 17 pajaros ¿Cuantos le queda?,Le queda 83 pajaros
paloma tiene 54 balones y añade 75 balones ¿Cuantos hay al final ?,Al final hay 129 balones
pablito  tiene 80 carteras y excluye 56 carteras ¿Cuantos le queda?,Le queda 24 carteras
ingeniero tiene 34 unidades y con una diferencia 15 unidades ¿Cuantos le queda?,Le queda 19 unidades
hay 19 niños en clase y se van 39 ¿Cuantos niños quedan?,Quedan 20 niños
Federico tiene 2 coco y Juan tiene 97 toronjas ¿Cuantos frutas hay en total?,En total hay 99 frutas
un policia tiene 40 moviles y con una diferencia 9 moviles ¿Cuantos le queda?,Le queda 31 moviles
un actor tiene 83 balones y le extraen 80 balones ¿Cuantos le queda?,Le queda 3 balones
Un carpitero tiene 68 canicas y le dan 61 canicas ¿Cuantos hay en total?,En total hay 129 canicas
un mecanico tiene 92 pajaros y con una diferencia 35 pajaros ¿Cuantos tiene al final?,Al final tiene 57 pajaros
Un carpitero tiene 59 mesas y incluye 75 mesas ¿Cuantos hay en total?,En total hay 134 mesas
un mecanico tiene 41 piedras y excluye 10 piedras ¿Cuantos tiene al final?,Al final tiene 31 piedras
jose tiene 47 canicas y añade 77 canicas ¿Cuantos hay al final ?,Al final hay 124 canicas
hay 19 niños en clase y se van 82 ¿Cuantos niños quedan?,Quedan 63 niños
Una azafata tiene 62 canicas y le dan 26 canicas ¿Cuantos hay en total?,En total hay 88 canicas
Pablo tiene 55 coco y Federico tiene 97 papayas ¿Cuantos frutas hay en total?,En total hay 152 frutas
Celeste tiene 62 balones de futbol y Lucas tiene 100 balones de basquet ¿Cuantos balones hay en total?,En total hay 162 balones
fontanero tiene 78 teles y resta 75 teles ¿Cuantos tiene al final?,Al final tiene 3 teles
Lucas tiene 66 toronjas y Juan tiene 12 manzanas ¿Cuantos frutas hay en total?,En total hay 78 frutas
Lucas tiene 35 balones de basquet y Gustavo tiene 96 balones de rugby ¿Cuantos balones hay en total?,En total hay 131 balones
Julio tiene 74 papayas y Juan tiene 14 toronjas ¿Cuantos frutas hay en total?,En total hay 88 frutas
fontanero tiene 94 canicas y le quitan 50 canicas ¿Cuanto queda?,Queda 44 canicas
cirujano tiene 50 moviles y le entregan 69 moviles ¿Cuantos hay al final ?,Al final hay 119 moviles
pablito  tiene 94 carteras y le extraen 1 carteras ¿Cuantos le queda?,Le queda 93 carteras
un obrero tiene 92 lapices y añade 50 lapices ¿Cuantos tienen entre los dos?,Entre los dos tienen 142 lapices
hay 6 niños en clase y se van 13 ¿Cuantos niños quedan?,Quedan 7 niños
un actor tiene 82 carteras y le dan 62 carteras ¿Cuantos hay en total?,En total hay 144 carteras
hay 60 pajaros en un arbol y se van volando 94 ¿Cuantos pajaros quedan?,Quedan 34 pajaros
un obrero tiene 8 carteras y con una diferencia 1 carteras ¿Cuantos tiene al final?,Al final tiene 7 carteras
Una azafata tiene 99 carteras y con una diferencia 32 carteras ¿Cuanto queda?,Queda 67 carteras
un obrero tiene 82 teles y le dan 3 teles ¿Cuantos tienen entre los dos?,Entre los dos tienen 85 teles
jose tiene 80 balones y le quitan 71 balones ¿Cuanto queda?,Queda 9 balones
Celeste tiene 16 balones de tenis y Juan tiene 56 balones de basquet ¿Cuantos balones hay en total?,En total hay 72 balones
Celeste tiene 26 balones de rugby y Pablo tiene 13 balones de futbol ¿Cuantos balones hay en total?,En total hay 39 balones
hay 93 pajaros en un arbol y se van volando 73 ¿Cuantos pajaros quedan?,Quedan 20 pajaros
un obrero tiene 88 teles y excluye 57 teles ¿Cuanto queda?,Queda 31 teles
Cesar tiene 45 balones de futbol y Lucas tiene 44 balones de basquet ¿Cuantos balones hay en total?,En total hay 89 balones
Una azafata tiene 53 carteras y suma 57 carteras ¿Cuantos hay en total?,En total hay 110 carteras
Lucas tiene 42 balones de futbol y Ana tiene 32 balones de voley ¿Cuantos balones hay en total?,En total hay 74 balones
programador tiene 72 canicas y excluye 49 canicas ¿Cuantos tiene al final?,Al final tiene 23 canicas
un obrero tiene 93 carteras y con una diferencia 56 carteras ¿Cuantos tiene al final?,Al final tiene 37 carteras
Francisco tiene 90 manzanas y Gustavo tiene 54 manzanas ¿Cuantos frutas hay en total?,En total hay 144 frutas
una actriz tiene 31 unidades y resta 8 unidades ¿Cuantos tiene al final?,Al final tiene 23 unidades
Gustavo tiene 60 papayas y Julio tiene 53 manzanas ¿Cuantos frutas hay en total?,En total hay 113 frutas
un cirujano tiene 54 carteras y excluye 14 carteras ¿Cuantos tiene al final?,Al final tiene 40 carteras
hay 20 niños en clase y se van 94 ¿Cuantos niños quedan?,Quedan 74 niños
pablito  tiene 92 unidades y le quitan 63 unidades ¿Cuantos le queda?,Le queda 29 unidades
piloto tiene 100 canicas y resta 78 canicas ¿Cuantos tiene al final?,Al final tiene 22 canicas
un bombero tiene 49 teles y excluye 48 teles ¿Cuantos le queda?,Le queda 1 teles
un bombero tiene 88 sillas y añade 42 sillas ¿Cuantos hay en total?,En total hay 130 sillas
Enrique tiene 36 relojes y suma 2 relojes ¿Cuantos hay en total?,En total hay 38 relojes
Cesar tiene 88 balones de voley y Ana tiene 43 balones de rugby ¿Cuantos balones hay en total?,En total hay 131 balones
hay 54 pajaros en un arbol y se van volando 48 ¿Cuantos pajaros quedan?,Quedan 6 pajaros
Celeste tiene 95 peras y Roberto tiene 56 platano ¿Cuantos frutas hay en total?,En total hay 151 frutas
fontanero tiene 29 piedras y suma 71 piedras ¿Cuantos hay al final ?,Al final hay 100 piedras
programador tiene 86 coches y excluye 27 coches ¿Cuantos le queda?,Le queda 59 coches
Celeste tiene 80 platano y Lucas tiene 40 manzanas ¿Cuantos frutas hay en total?,En total hay 120 frutas
hay 76 niños en clase y se van 24 ¿Cuantos niños quedan?,Quedan 52 niños
un profesor tiene 72 teles y incluye 67 teles ¿Cuantos hay en total?,En total hay 139 teles
un perro tiene 31 mesas y añade 1 mesas ¿Cuantos tienen entre los dos?,Entre los dos tienen 32 mesas
Juan tiene 33 coco y Ana tiene 1 toronjas ¿Cuantos frutas hay en total?,En total hay 34 frutas
fontanero tiene 56 coches y le extraen 6 coches ¿Cuantos tiene al final?,Al final tiene 50 coches
un bombero tiene 28 mesas y le quitan 4 mesas ¿Cuanto queda?,Queda 24 mesas
Pedro tiene 71 balones de tenis y Lucas tiene 57 balones de voley ¿Cuantos balones hay en total?,En total hay 128 balones
un bombero tiene 95 balones y añade 2 balones ¿Cuantos hay en total?,En total hay 97 balones
Celeste tiene 39 balones de futbol y Lucas tiene 84 balones de futbol ¿Cuantos balones hay en total?,En total hay 123 balones
Federico tiene 36 balones de basquet y Ana tiene 38 balones de tenis ¿Cuantos balones hay en total?,En total hay 74 balones
perro tiene 87 frutas y añade 71 frutas ¿Cuantos hay en total?,En total hay 158 frutas
hay 53 pajaros en un arbol y se van volando 77 ¿Cuantos pajaros quedan?,Quedan 24 pajaros
hay 73 pajaros en un arbol y se van volando 19 ¿Cuantos pajaros quedan?,Quedan 54 pajaros
Gustavo tiene 12 melocotones y Celeste tiene 17 ciruela ¿Cuantos frutas hay en total?,En total hay 29 frutas
pablito  tiene 21 moviles y le entregan 44 moviles ¿Cuantos tienen entre los dos?,Entre los dos tienen 65 moviles
un profesor tiene 77 sillas y añade 46 sillas ¿Cuantos hay al final ?,Al final hay 123 sillas
un obrero tiene 80 frutas y le extraen 21 frutas ¿Cuanto queda?,Queda 59 frutas
fontanero tiene 36 teles y añade 15 teles ¿Cuantos hay en total?,En total hay 51 teles
programador tiene 55 lapices y le entregan 95 lapices ¿Cuantos tienen entre los dos?,Entre los dos tienen 150 lapices
pablito  tiene 96 mesas y le extraen 74 mesas ¿Cuantos le queda?,Le queda 22 mesas
Cesar tiene 77 balones de futbol y Lorena tiene 4 balones de basquet ¿Cuantos balones hay en total?,En total hay 81 balones
hay 35 tortillas en una mesa y se comen 97 ¿Cuantos tortillas quedan?,Quedan 62 tortillas
hay 94 tortillas en una mesa y se comen 10 ¿Cuantos tortillas quedan?,Quedan 84 tortillas
hay 50 tortillas en una mesa y se comen 4 ¿Cuantos tortillas quedan?,Quedan 46 tortillas
ingeniero tiene 40 sillas y excluye 23 sillas ¿Cuantos tiene al final?,Al final tiene 17 sillas
hay 89 niños en clase y se van 99 ¿Cuantos niños quedan?,Quedan 10 niños
hay 72 tortillas en una mesa y se comen 61 ¿Cuantos tortillas quedan?,Quedan 11 tortillas
Francisco tiene 92 melocotones y Pedro tiene 63 manzanas ¿Cuantos frutas hay en total?,En total hay 155 frutas
un profesor tiene 98 frutas y resta 72 frutas ¿Cuanto queda?,Queda 26 frutas
pablito  tiene 58 lapices y le entregan 53 lapices ¿Cuantos hay al final ?,Al final hay 111 lapices
cirujano tiene 7 canicas y añade 97 canicas ¿Cuantos tienen entre los dos?,Entre los dos tienen 104 canicas
Roberto tiene 14 balones de voley y Pablo tiene 22 balones de futbol ¿Cuantos balones hay en total?,En total hay 36 balones
un obrero tiene 49 canicas y le dan 94 canicas ¿Cuantos tienen entre los dos?,Entre los dos tienen 143 canicas
hay 5 tortillas en una mesa y se comen 10 ¿Cuantos tortillas quedan?,Quedan 5 tortillas
hay 32 tortillas en una mesa y se comen 48 ¿Cuantos tortillas quedan?,Quedan 16 tortillas
